audio_id,类型,biz_group,uuid,user_id,member_id,member_id_marked,年龄,性别,唤醒词,asr,备注
150056195_62220145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,43624,无效数据,,,,,
163439587_30710145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,43624,无效数据,,,,,
144633567_03910145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,43624,无效数据,,,,,
152115399_62580145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,4167193,成人,女,没有唤醒词,退出,
152326292_38020145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,4167193,成人,女,没有唤醒词,退出,
161633611_27930145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
162135818_20000145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,43624,4167193,成人,女,天猫精灵,天猫精灵八四三五,
162315563_63540145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,43624,无效数据,,,,,
162509897_58720145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,43624,4167193,成人,女,天猫精灵,天猫精灵三八二四,
145439584_28880145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,60527,4167193,成人,女,天猫精灵,天猫精灵四零八六,
151045812_02770145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,60527,4167193,成人,女,天猫精灵,天猫精灵四五六九,
151127112_95830145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,60527,无效数据,,,,,
151332415_92000145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,60527,4167193,成人,女,天猫精灵,天猫精灵四二九零,
151618108_63040145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,60527,4167193,成人,女,天猫精灵,天猫精灵零三九二,
152231558_83100145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,没有注册,,,没有唤醒词,,测试
152856172_02850145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,4167193,成人,女,没有唤醒词,退出,
143544941_29610145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵四九二八,
155217971_24520145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵四八六二,
155846040_54750145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵八二五零,
172836027_49710145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵零四八五,
104957004_40510145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,4167193,成人,女,没有唤醒词,退出,
110125376_46040145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵零三六四,
110328641_36040145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,无效数据,,,,,
110839703_40510145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,4167193,成人,女,没有唤醒词,不要了,
111619220_43660145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,无效数据,,,,,
111704269_36350145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,无效数据,,,,,
104420432_49640145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,4167193,成人,女,没有唤醒词,退出,
104704064_68850145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵八零六三,
111320319_63120145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵三五二八,
112227412_49890145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵零三五八,
112430790_70400145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵二四九三,
164433404_69340145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵四六九八,
190224147_09580145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵五二三四,
144122970_63640145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
144806224_15730145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
144913077_80840145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,无效数据,,,,,
145114970_47360145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
145217933_24660145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵六四零八,
150945441_84680145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
151110333_46790145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,无效数据,,,,,
110114344_50010145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,无效数据,,,,,
203641946_30280145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
203822502_32350145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵五二九四,
203912886_25730145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,无效数据,,,,,
204009839_28850145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵三二四九,
181231574_66770145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵五六八九,
181506655_51620145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵八零九四,
150245211_61580145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵零八三六,
151524024_71080145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,无效数据,,,,,
142730108_67670145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
143019670_34220145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
143150506_27970145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,4167193,成人,女,没有唤醒词,退出,
152505489_12330145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,4167193,成人,女,没有唤醒词,退出,
152816791_78320145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,无效数据,,,,,
152937211_17300145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,无效数据,,,,,
153154247_06640145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵八六二零,
193328953_01070145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
193551319_83000145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,4167193,成人,女,天猫精灵,天猫精灵零五四八,
194137798_07260145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,无效数据,,,,,
195106254_48710145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
195459233_27630145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
195946848_82020145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,70722,无效数据,,,,,
164423257_62840145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
111107889_85320145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,无效数据,,,,,
111357151_11130145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,4167193,成人,女,天猫精灵,天猫精灵八四三零,
111516653_93690145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,4167193,成人,女,天猫精灵,天猫精灵四六三八,
111639364_24210145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,无效数据,,,,,
111751112_43430145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,4167193,成人,女,天猫精灵,天猫精灵三四二零,
111947503_19400145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,4167193,成人,女,天猫精灵,天猫精灵八四九三,
135901213_32700145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,4167193,成人,女,天猫精灵,天猫精灵二九六零,
101026636_90970145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,无效数据,,,,,
144321833_79580145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,4167193,成人,女,天猫精灵,天猫精灵五八三九,
150305855_17250145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
150525471_23200145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
150647531_89620145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,无效数据,,,,,
150815313_74520145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
124938859_65520145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,4167193,成人,女,天猫精灵,天猫精灵六三五零,
125105305_10110145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,4167193,成人,女,天猫精灵,天猫精灵四三八零,
131154874_94470145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,4167193,成人,女,没有唤醒词,不要了,
131515212_53530145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
174130574_67690145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,无效数据,,,,,
174809561_81040145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,4167193,成人,女,天猫精灵,天猫精灵二五八六,
141503840_80930145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
141923941_45020145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,4167193,成人,女,天猫精灵,天猫精灵五六零九,
142914399_29560145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,4167193,成人,女,没有唤醒词,退出,
143541573_69850145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,4167193,成人,女,没有唤醒词,退出,
144233743_13490145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,4167193,成人,女,没有唤醒词,退出,
144332924_38420145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,4167193,成人,女,没有唤醒词,退出,
144935744_39330145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,4167193,成人,女,没有唤醒词,退出,
145024137_61380145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,127155,无效数据,,,,,
145123194_55220145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
4108263_cbc873de_0145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,无效数据,,,,,
5400271_4a901d9e_0145.ogg,测试,X1,0145C3C1C6E0C33E216B1DF3DE674207,12764,,没有注册,,,没有唤醒词,,测试
4311170_6b57c625_2EF4.ogg,测试,C1,2EF41C3CA0399B5C130F44B904E272BE,12764,1732323,4167193,成人,女,天猫精灵,天猫精灵八五六九,
102948472_57624D91.ogg,测试,X1,4D91257EABDF4DA9B7AA51F57EF39880,12764,,4167193,成人,女,天猫精灵,天猫精灵一二三四,
112409104_13444EC9.ogg,测试,X1,4EC995873C3BA78CFDD301427289AC17,12764,,4167193,成人,女,没有唤醒词,退出,
112444771_74884EC9.ogg,测试,X1,4EC995873C3BA78CFDD301427289AC17,12764,43624,4167193,成人,女,天猫精灵,天猫精灵五四零八,
112541658_58034EC9.ogg,测试,X1,4EC995873C3BA78CFDD301427289AC17,12764,43624,4167193,成人,女,天猫精灵,天猫精灵三二零五,
112715556_19334EC9.ogg,测试,X1,4EC995873C3BA78CFDD301427289AC17,12764,43624,4167193,成人,女,天猫精灵,天猫精灵四零九二,
112804181_41764EC9.ogg,测试,X1,4EC995873C3BA78CFDD301427289AC17,12764,43624,4167193,成人,女,天猫精灵,天猫精灵零六三四,
5803980_cef15a2e_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,1732323,无效数据,,,,,
0201081_83eed986_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,1732323,4167193,成人,女,天猫精灵,天猫精灵二五六九,
5426591_b10be8b1_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,1736920,4167193,成人,女,天猫精灵,天猫精灵四二三八,
5744237_17592750_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,1743236,无效数据,,,,,
0428018_85710738_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,1743236,4167193,成人,女,天猫精灵,天猫精灵六八九二,
5858803_7cf3c601_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,,4167193,成人,女,天猫精灵,天猫精灵六四五八,
0338715_083813ae_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,1736920,4167193,成人,女,天猫精灵,天猫精灵二零八五,
1904492_2f4f9e3c_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,1736920,4167193,成人,女,天猫精灵,天猫精灵五三二零,
4543600_04b663bc_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,1732323,4167193,成人,女,天猫精灵,天猫精灵八二五六,
4135112_58f97cf3_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,1736920,无效数据,,,,,
3033399_87ddf1a1_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,1736920,4167193,成人,女,天猫精灵,天猫精灵死去七八,
3157457_f6c08d0b_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,1736920,4167193,成人,女,天猫精灵,天猫精灵凌波微步,
4353921_20a41394_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,1736920,无效数据,,,,,
5010536_45ee1603_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,1736920,4167193,成人,女,天猫精灵,天猫精灵死去七八,
1758425_bc41909b_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,4136646,4167193,成人,女,天猫精灵,天猫精灵八六零三,
2556374_6f56d869_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,4136646,4167193,成人,女,天猫精灵,天猫精灵八三零四,
2649781_e004caaf_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,4136646,4167193,成人,女,天猫精灵,天猫精灵三八零二,
3202275_ce4eb999_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,4159089,4167193,成人,女,天猫精灵,天猫精灵五八四九,
3240567_ffb36a8c_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,4159089,4167193,成人,女,天猫精灵,天猫精灵八六三五,
4929513_6146fe65_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,4167193,4167193,成人,女,天猫精灵,天猫精灵四三八六,
0941772_824e66f9_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,4136646,4167193,成人,女,天猫精灵,天猫精灵四八六九,
5833436_ef830c7c_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,,无效数据,,,,,
4016238_8c713f2c_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,4167193,4167193,成人,女,天猫精灵,天猫精灵二零二六零九,
4148236_6595e086_5460.ogg,测试,C1,54602F573191909D82F160812BA9D714,12764,4136646,4167193,成人,女,天猫精灵,天猫精灵二零四八,
4229521_3fe117db_56E9.ogg,测试,X1,56E95B65028A647941A42F93226C7F5E,12764,1732323,4167193,成人,女,天猫精灵,天猫精灵二六九零,
1320713_d5175280_56E9.ogg,测试,X1,56E95B65028A647941A42F93226C7F5E,12764,1743236,4167193,成人,女,天猫精灵,天猫精灵四三九零,
0654592_4d16c830_56E9.ogg,测试,X1,56E95B65028A647941A42F93226C7F5E,12764,1743236,4167193,成人,女,天猫精灵,天猫精灵六八三九,
1559296_599b015b_56E9.ogg,测试,X1,56E95B65028A647941A42F93226C7F5E,12764,1972508,4167193,成人,女,天猫精灵,天猫精灵四三八五,
1656404_3ae6cff0_56E9.ogg,测试,X1,56E95B65028A647941A42F93226C7F5E,12764,1732323,4167193,成人,女,天猫精灵,天猫精灵八四二三,
4447662_2a1d9073_56E9.ogg,测试,X1,56E95B65028A647941A42F93226C7F5E,12764,1732323,4167193,成人,女,天猫精灵,天猫精灵九六零四,
0903277_3ea20de4_56E9.ogg,测试,X1,56E95B65028A647941A42F93226C7F5E,12764,,4167193,成人,女,天猫精灵,天猫精灵九三二四,
1057664_e05de423_56E9.ogg,测试,X1,56E95B65028A647941A42F93226C7F5E,12764,,4167193,成人,女,天猫精灵,天猫精灵六四零二,
0057249_0a80a5fb_56E9.ogg,测试,X1,56E95B65028A647941A42F93226C7F5E,12764,,4167193,成人,女,天猫精灵,天猫精灵五二六九,
3716723_2d968c8b_56E9.ogg,测试,X1,56E95B65028A647941A42F93226C7F5E,12764,4167193,4167193,成人,女,天猫精灵,天猫精灵四六九零,
4324723_f7678e38_56E9.ogg,测试,X1,56E95B65028A647941A42F93226C7F5E,12764,4167193,4167193,成人,女,天猫精灵,天猫精灵三零二五,
122230988_79525848.ogg,测试,X1,58487FE728379CC8B098B1A7B0438C32,12764,63543,4167193,成人,女,天猫精灵,天猫精灵二八零四,
160044569_46157E3B.ogg,测试,X1,7E3B09E10644572F27C5BCA50714157E,12764,,4167193,成人,女,天猫精灵,天猫精灵九二四六,
160220221_65247E3B.ogg,测试,X1,7E3B09E10644572F27C5BCA50714157E,12764,,无效数据,,,,,
160422601_39897E3B.ogg,测试,X1,7E3B09E10644572F27C5BCA50714157E,12764,,4167193,成人,女,天猫精灵,天猫精灵九六零四,
183658669_67567E3B.ogg,测试,X1,7E3B09E10644572F27C5BCA50714157E,12764,64951,4167193,成人,女,天猫精灵,天猫精灵九八四六,
183842693_23807E3B.ogg,测试,X1,7E3B09E10644572F27C5BCA50714157E,12764,64951,4167193,成人,女,天猫精灵,天猫精灵九三二八,
143327952_78867E3B.ogg,测试,X1,7E3B09E10644572F27C5BCA50714157E,12764,64951,4167193,成人,女,天猫精灵,天猫精灵零八二六,
143956911_37487E3B.ogg,测试,X1,7E3B09E10644572F27C5BCA50714157E,12764,64951,4167193,成人,女,天猫精灵,天猫精灵八二九三,
145520086_66547E3B.ogg,测试,X1,7E3B09E10644572F27C5BCA50714157E,12764,64951,4167193,成人,女,天猫精灵,天猫精灵六八二四,
161159716_32837E3B.ogg,测试,X1,7E3B09E10644572F27C5BCA50714157E,12764,64951,4167193,成人,女,天猫精灵,天猫精灵二五六零,
115220978_5997964D.ogg,测试,X1,964D729775F0FBD9E8FF46D0144B1EFF,12764,,无效数据,,,,,
130829111_27684F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,71541,81951,成人,男,天猫精灵,天猫精灵五四零二,
131632103_45784F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,71573,81951,成人,男,天猫精灵,天猫精灵零二八九,
184540051_91134F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,71573,81951,成人,男,天猫精灵,取消天猫精灵取消,
214150293_49884F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,71573,81951,成人,男,天猫精灵,天猫精灵暂停,
215159969_74564F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
220716101_36024F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
231535999_72454F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
220556792_53564F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
225224595_82994F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,81951,成人,男,没有唤醒词,不好,
225809594_44394F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
110416895_83764F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
112357631_16744F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
203716606_54414F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
183427928_43944F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
183545817_81814F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
233329366_31544F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
233827722_73724F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
225124095_63124F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,81951,成人,男,没有唤醒词,好,
184632576_02934F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,81951,成人,男,没有唤醒词,拜拜,
223154949_39754F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,73113,81951,成人,男,天猫精灵,天猫精灵九三五四,
223244546_27294F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,73113,81951,成人,男,天猫精灵,天猫精灵六五零九,
125419017_37004F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
232756808_48604F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
233119210_72204F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
222436765_29974F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
121925488_88884F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,81951,成人,男,天猫精灵,天猫精灵六八三二,
122042882_28344F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,77730,81951,成人,男,天猫精灵,天猫精灵六三九二,
194700238_24414F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
201301563_93644F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
204006889_93834F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
223946681_97714F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
111858651_56934F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
170013478_11124F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
214340907_21754F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
000926146_46584F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
001836951_45684F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
121926631_25444F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
124746486_63194F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
124849371_41714F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
125510427_60654F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,81951,成人,男,天猫精灵,天猫精灵九零四五,
125717579_66754F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,81951,成人,男,天猫精灵,天猫精灵九五二三,
130057842_96884F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,81951,81951,成人,男,天猫精灵,天猫精灵二九四六,
131142689_13944F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
182810078_49534F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
222032468_72784F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
182019681_08164F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
153347320_50734F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
105515279_70414F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
094929833_11324F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
121452198_98254F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
174505161_76944F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
4614615_e32bb7c5_4F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
3232883_1ad7cf6d_4F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,81951,成人,男,没有唤醒词,,听不清
1913450_b823037b_4F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,81951,81951,成人,男,天猫精灵,天猫精灵零九四二,
2603624_f5581a81_4F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,81951,81951,成人,男,天猫精灵,天猫精灵九四零二,
3958752_7c9f7c73_4F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,81951,81951,成人,男,天猫精灵,天猫精灵五九六八,
1845931_49560a70_4F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,81951,81951,成人,男,天猫精灵,天猫精灵四二零九,
1929781_cd949ed6_4F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,81951,81951,成人,男,天猫精灵,天猫精灵六二九四,
2324979_73915d34_4F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,81951,81951,成人,男,天猫精灵,天猫精灵五八四三,
2329038_86b34a95_4F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,没有注册,,,没有唤醒词,,听不清
1710176_a294fc47_4F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
4330509_8dc8ade0_4F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,无效数据,,,,,
4954016_482c5520_4F93.ogg,测试,X1,4F932F3A3F5FD2249286B2732FE86208,19090,,81951,成人,男,天猫精灵,天猫精灵零四三二,
